codigo,nombre_producto,origen,origen_clasificacion,origen_promedio_venta,cantidad_transferir,destino,destino_clasificacion,destino_promedio_venta,mayor_costo,costo_total
7707364300076,VITA BIOSA LULO 1 LITRO,carmesi 33593,D,0.0,1.0,ciudadela 28233,L,0.33,70582.0,70582.0
7707364300076,VITA BIOSA LULO 1 LITRO,carmesi 33593,D,0.0,1.0,ciudadela 28233,L,0.33,70582.0,70582.0
7707364300076,VITA BIOSA LULO 1 LITRO,carmesi 33593,D,0.0,1.0,calle_quinta 40285,L,0.33,70582.0,70582.0
7707364300076,VITA BIOSA LULO 1 LITRO,carmesi 33593,D,0.0,1.0,calle_quinta 40285,L,0.33,70582.0,70582.0
7707364300076,VITA BIOSA LULO 1 LITRO,carmesi 33593,D,0.0,1.0,calle_quinta 40285,L,0.33,70582.0,70582.0
7707364300076,VITA BIOSA LULO 1000ML  1 LITRO,carmesi 33593,D,0.0,1.0,minimarket 31447,L,0.33,70582.0,70582.0
7707364300076,VITA BIOSA LULO 1000ML  1 LITRO,carmesi 33593,D,0.0,1.0,minimarket 31447,L,0.33,70582.0,70582.0
7707364300076,VITA BIOSA LULO 1000ML  1 LITRO,carmesi 33593,D,0.0,1.0,minimarket 31447,L,0.33,70582.0,70582.0
7707364300076,VITA BIOSA LULO 1000ML  1 LITRO,carmesi 33593,D,0.0,1.0,ciudadela 28233,L,0.33,70582.0,70582.0
7707364300076,VITA BIOSA LULO 1000ML  1 LITRO,carmesi 33593,D,0.0,1.0,ciudadela 28233,L,0.33,70582.0,70582.0
7707364300076,VITA BIOSA LULO 1000ML  1 LITRO,carmesi 33593,D,0.0,1.0,ciudadela 28233,L,0.33,70582.0,70582.0
7707364300076,VITA BIOSA LULO 1000ML  1 LITRO,carmesi 33593,D,0.0,1.0,calle_quinta 40285,L,0.33,70582.0,70582.0
7707364300076,VITA BIOSA LULO 1000ML  1 LITRO,carmesi 33593,D,0.0,1.0,calle_quinta 40285,L,0.33,70582.0,70582.0
7707364300076,VITA BIOSA LULO 1000ML  1 LITRO,carmesi 33593,D,0.0,1.0,calle_quinta 40285,L,0.33,70582.0,70582.0
7707364300076,VITA BIOSA LULO1 LITRO,carmesi 33593,D,0.0,1.0,minimarket 31447,L,0.33,70582.0,70582.0
7707364300076,VITA BIOSA LULO1 LITRO,carmesi 33593,D,0.0,1.0,minimarket 31447,L,0.33,70582.0,70582.0
7707364300076,VITA BIOSA LULO1 LITRO,carmesi 33593,D,0.0,1.0,minimarket 31447,L,0.33,70582.0,70582.0
7707364300076,VITA BIOSA LULO1 LITRO,carmesi 33593,D,0.0,1.0,ciudadela 28233,L,0.33,70582.0,70582.0
7707364300076,VITA BIOSA LULO1 LITRO,carmesi 33593,D,0.0,1.0,ciudadela 28233,L,0.33,70582.0,70582.0
7707364300076,VITA BIOSA LULO1 LITRO,carmesi 33593,D,0.0,1.0,ciudadela 28233,L,0.33,70582.0,70582.0
7707364300076,VITA BIOSA LULO1 LITRO,carmesi 33593,D,0.0,1.0,calle_quinta 40285,L,0.33,70582.0,70582.0
7707364300076,VITA BIOSA LULO1 LITRO,carmesi 33593,D,0.0,1.0,calle_quinta 40285,L,0.33,70582.0,70582.0
7707364300076,VITA BIOSA LULO1 LITRO,carmesi 33593,D,0.0,1.0,calle_quinta 40285,L,0.33,70582.0,70582.0
7707364300083,VITA BIOSA LULO 500 ML,podium 29434,D,0.0,1.0,ingenio 38147,B,0.67,45035.0,45035.0
7707364300083,VITA BIOSA LULO 500 ML,podium 29434,D,0.0,1.0,ingenio 38147,B,0.67,45035.0,45035.0
7707364300083,VITA BIOSA LULO 500 ML,podium 29434,D,0.0,1.0,ingenio 38147,B,0.67,45035.0,45035.0
7707364300083,VITA BIOSA LULO 500 ML,podium 29434,D,0.0,1.0,metro 33045,B,0.67,45035.0,45035.0
7707364300083,VITA BIOSA LULO 500 ML,podium 29434,D,0.0,1.0,metro 33045,B,0.67,45035.0,45035.0
7707364300083,VITA BIOSA LULO 500 ML,podium 29434,D,0.0,1.0,metro 33045,B,0.67,45035.0,45035.0
7707364300083,VITA BIOSA LULO 500 ML,podium 29434,D,0.0,1.0,calicanto 33336,L,0.33,45035.0,45035.0
7707364300083,VITA BIOSA LULO 500 ML,podium 29434,D,0.0,1.0,calicanto 33336,L,0.33,45035.0,45035.0
7707364300083,VITA BIOSA LULO 500 ML,podium 29434,D,0.0,1.0,calicanto 33336,L,0.33,45035.0,45035.0
7707364300083,VITA BIOSA LULO 500 ML ,podium 29434,D,0.0,1.0,ingenio 38147,B,0.67,45035.0,45035.0
7707364300083,VITA BIOSA LULO 500 ML ,podium 29434,D,0.0,1.0,ingenio 38147,B,0.67,45035.0,45035.0
7707364300083,VITA BIOSA LULO 500 ML ,podium 29434,D,0.0,1.0,ingenio 38147,B,0.67,45035.0,45035.0
7707364300083,VITA BIOSA LULO 500 ML ,podium 29434,D,0.0,1.0,metro 33045,B,0.67,45035.0,45035.0
7707364300083,VITA BIOSA LULO 500 ML ,podium 29434,D,0.0,1.0,metro 33045,B,0.67,45035.0,45035.0
7707364300083,VITA BIOSA LULO 500 ML ,podium 29434,D,0.0,1.0,metro 33045,B,0.67,45035.0,45035.0
7707364300083,VITA BIOSA LULO 500 ML ,podium 29434,D,0.0,1.0,calicanto 33336,L,0.33,45035.0,45035.0
7707364300083,VITA BIOSA LULO 500 ML ,podium 29434,D,0.0,1.0,calicanto 33336,L,0.33,45035.0,45035.0
7707364300083,VITA BIOSA LULO 500 ML ,podium 29434,D,0.0,1.0,calicanto 33336,L,0.33,45035.0,45035.0
7707364300083,VITA BIOSA LULO 500ML  MEDIO LITRO,podium 29434,D,0.0,1.0,ingenio 38147,B,0.67,45035.0,45035.0
7707364300083,VITA BIOSA LULO 500ML  MEDIO LITRO,podium 29434,D,0.0,1.0,ingenio 38147,B,0.67,45035.0,45035.0
7707364300083,VITA BIOSA LULO 500ML  MEDIO LITRO,podium 29434,D,0.0,1.0,ingenio 38147,B,0.67,45035.0,45035.0
7707364300083,VITA BIOSA LULO 500ML  MEDIO LITRO,podium 29434,D,0.0,1.0,metro 33045,B,0.67,45035.0,45035.0
7707364300083,VITA BIOSA LULO 500ML  MEDIO LITRO,podium 29434,D,0.0,1.0,metro 33045,B,0.67,45035.0,45035.0
7707364300083,VITA BIOSA LULO 500ML  MEDIO LITRO,podium 29434,D,0.0,1.0,metro 33045,B,0.67,45035.0,45035.0
7707364300083,VITA BIOSA LULO 500ML  MEDIO LITRO,podium 29434,D,0.0,1.0,calicanto 33336,L,0.33,45035.0,45035.0
7707364300083,VITA BIOSA LULO 500ML  MEDIO LITRO,podium 29434,D,0.0,1.0,calicanto 33336,L,0.33,45035.0,45035.0
7707364300083,VITA BIOSA LULO 500ML  MEDIO LITRO,podium 29434,D,0.0,1.0,calicanto 33336,L,0.33,45035.0,45035.0
7707364300083,VITA BIOSA LULO 500ML MEDIO LITRO,podium 29434,D,0.0,1.0,ingenio 38147,B,0.67,45035.0,45035.0
7707364300083,VITA BIOSA LULO 500ML MEDIO LITRO,podium 29434,D,0.0,1.0,ingenio 38147,B,0.67,45035.0,45035.0
7707364300083,VITA BIOSA LULO 500ML MEDIO LITRO,podium 29434,D,0.0,1.0,ingenio 38147,B,0.67,45035.0,45035.0
7707364300083,VITA BIOSA LULO 500ML MEDIO LITRO,podium 29434,D,0.0,1.0,metro 33045,B,0.67,45035.0,45035.0
7707364300083,VITA BIOSA LULO 500ML MEDIO LITRO,podium 29434,D,0.0,1.0,metro 33045,B,0.67,45035.0,45035.0
7707364300083,VITA BIOSA LULO 500ML MEDIO LITRO,podium 29434,D,0.0,1.0,metro 33045,B,0.67,45035.0,45035.0
7707364300083,VITA BIOSA LULO 500ML MEDIO LITRO,podium 29434,D,0.0,1.0,calicanto 33336,L,0.33,45035.0,45035.0
7707364300083,VITA BIOSA LULO 500ML MEDIO LITRO,podium 29434,D,0.0,1.0,calicanto 33336,L,0.33,45035.0,45035.0
7707364300083,VITA BIOSA LULO 500ML MEDIO LITRO,podium 29434,D,0.0,1.0,calicanto 33336,L,0.33,45035.0,45035.0
7707364305293,VITA BIOSA KIDS MEDIO LITRO,metro 33045,D,0.0,1.0,podium 29434,L,0.33,47052.0,47052.0
7707364305293,VITA BIOSA KIDS MEDIO LITRO,metro 33045,D,0.0,1.0,podium 29434,L,0.33,47052.0,47052.0
7707364305293,VITA BIOSA KIDS MEDIO LITRO,metro 33045,D,0.0,1.0,podium 29434,L,0.33,39240.5,39240.5
7707364305293,VITA BIOSA KIDS MEDIO LITRO,metro 33045,D,0.0,1.0,podium 29434,L,0.33,47052.0,47052.0
7707364305293,VITA BIOSA KIDS MEDIO LITRO,metro 33045,D,0.0,1.0,podium 29434,L,0.33,31429.0,31429.0
7707364305293,VITA BIOSA KIDS MEDIO LITRO,metro 33045,D,0.0,1.0,calicanto 33336,B,0.67,47052.0,47052.0
7707364305293,VITA BIOSA KIDS MEDIO LITRO,metro 33045,D,0.0,1.0,calicanto 33336,B,0.67,47052.0,47052.0
7707364305293,VITA BIOSA KIDS MEDIO LITRO,metro 33045,D,0.0,1.0,calicanto 33336,B,0.67,39240.5,39240.5
7707364305293,VITA BIOSA KIDS MEDIO LITRO,metro 33045,D,0.0,1.0,calicanto 33336,B,0.67,47052.0,47052.0
7707364305293,VITA BIOSA KIDS MEDIO LITRO,metro 33045,D,0.0,1.0,calicanto 33336,B,0.67,31429.0,31429.0
7707364305293,VITA BIOSA KIDS MEDIO LITRO,minimarket 31447,D,0.0,1.0,ingenio 38147,L,0.33,47052.0,47052.0
7707364305293,VITA BIOSA KIDS MEDIO LITRO,minimarket 31447,D,0.0,1.0,ingenio 38147,L,0.33,47052.0,47052.0
7707364305293,VITA BIOSA KIDS MEDIO LITRO,minimarket 31447,D,0.0,1.0,ingenio 38147,L,0.33,39240.5,39240.5
7707364305293,VITA BIOSA KIDS MEDIO LITRO,minimarket 31447,D,0.0,1.0,ingenio 38147,L,0.33,47052.0,47052.0
7707364305293,VITA BIOSA KIDS MEDIO LITRO,minimarket 31447,D,0.0,1.0,ingenio 38147,L,0.33,31429.0,31429.0
7707364305293,VITA BIOSA KIDS MEDIO LITROV,metro 33045,D,0.0,1.0,podium 29434,L,0.33,47052.0,47052.0
7707364305293,VITA BIOSA KIDS MEDIO LITROV,metro 33045,D,0.0,1.0,podium 29434,L,0.33,47052.0,47052.0
7707364305293,VITA BIOSA KIDS MEDIO LITROV,metro 33045,D,0.0,1.0,podium 29434,L,0.33,39240.5,39240.5
7707364305293,VITA BIOSA KIDS MEDIO LITROV,metro 33045,D,0.0,1.0,podium 29434,L,0.33,47052.0,47052.0
7707364305293,VITA BIOSA KIDS MEDIO LITROV,metro 33045,D,0.0,1.0,podium 29434,L,0.33,31429.0,31429.0
7707364305293,VITA BIOSA KIDS MEDIO LITROV,metro 33045,D,0.0,1.0,calicanto 33336,B,0.67,47052.0,47052.0
7707364305293,VITA BIOSA KIDS MEDIO LITROV,metro 33045,D,0.0,1.0,calicanto 33336,B,0.67,47052.0,47052.0
7707364305293,VITA BIOSA KIDS MEDIO LITROV,metro 33045,D,0.0,1.0,calicanto 33336,B,0.67,39240.5,39240.5
7707364305293,VITA BIOSA KIDS MEDIO LITROV,metro 33045,D,0.0,1.0,calicanto 33336,B,0.67,47052.0,47052.0
7707364305293,VITA BIOSA KIDS MEDIO LITROV,metro 33045,D,0.0,1.0,calicanto 33336,B,0.67,31429.0,31429.0
7707364305293,VITA BIOSA KIDS MEDIO LITROV,minimarket 31447,D,0.0,1.0,ingenio 38147,L,0.33,47052.0,47052.0
7707364305293,VITA BIOSA KIDS MEDIO LITROV,minimarket 31447,D,0.0,1.0,ingenio 38147,L,0.33,47052.0,47052.0
7707364305293,VITA BIOSA KIDS MEDIO LITROV,minimarket 31447,D,0.0,1.0,ingenio 38147,L,0.33,39240.5,39240.5
7707364305293,VITA BIOSA KIDS MEDIO LITROV,minimarket 31447,D,0.0,1.0,ingenio 38147,L,0.33,47052.0,47052.0
7707364305293,VITA BIOSA KIDS MEDIO LITROV,minimarket 31447,D,0.0,1.0,ingenio 38147,L,0.33,31429.0,31429.0
7707364305293,VITA PRO KIDS 500 ML,metro 33045,D,0.0,1.0,podium 29434,L,0.33,47052.0,47052.0
7707364305293,VITA PRO KIDS 500 ML,metro 33045,D,0.0,1.0,podium 29434,L,0.33,47052.0,47052.0
7707364305293,VITA PRO KIDS 500 ML,metro 33045,D,0.0,1.0,podium 29434,L,0.33,39240.5,39240.5
7707364305293,VITA PRO KIDS 500 ML,metro 33045,D,0.0,1.0,podium 29434,L,0.33,47052.0,47052.0
7707364305293,VITA PRO KIDS 500 ML,metro 33045,D,0.0,1.0,podium 29434,L,0.33,31429.0,31429.0
7707364305293,VITA PRO KIDS 500 ML,metro 33045,D,0.0,1.0,calicanto 33336,B,0.67,47052.0,47052.0
7707364305293,VITA PRO KIDS 500 ML,metro 33045,D,0.0,1.0,calicanto 33336,B,0.67,47052.0,47052.0
7707364305293,VITA PRO KIDS 500 ML,metro 33045,D,0.0,1.0,calicanto 33336,B,0.67,39240.5,39240.5
7707364305293,VITA PRO KIDS 500 ML,metro 33045,D,0.0,1.0,calicanto 33336,B,0.67,47052.0,47052.0
7707364305293,VITA PRO KIDS 500 ML,metro 33045,D,0.0,1.0,calicanto 33336,B,0.67,31429.0,31429.0
7707364305293,VITA PRO KIDS 500 ML,minimarket 31447,D,0.0,1.0,ingenio 38147,L,0.33,47052.0,47052.0
7707364305293,VITA PRO KIDS 500 ML,minimarket 31447,D,0.0,1.0,ingenio 38147,L,0.33,47052.0,47052.0
7707364305293,VITA PRO KIDS 500 ML,minimarket 31447,D,0.0,1.0,ingenio 38147,L,0.33,39240.5,39240.5
7707364305293,VITA PRO KIDS 500 ML,minimarket 31447,D,0.0,1.0,ingenio 38147,L,0.33,47052.0,47052.0
7707364305293,VITA PRO KIDS 500 ML,minimarket 31447,D,0.0,1.0,ingenio 38147,L,0.33,31429.0,31429.0
7707364305293,VITA PRO KIDS 500 ML ,metro 33045,D,0.0,1.0,podium 29434,L,0.33,47052.0,47052.0
7707364305293,VITA PRO KIDS 500 ML ,metro 33045,D,0.0,1.0,podium 29434,L,0.33,47052.0,47052.0
7707364305293,VITA PRO KIDS 500 ML ,metro 33045,D,0.0,1.0,podium 29434,L,0.33,39240.5,39240.5
7707364305293,VITA PRO KIDS 500 ML ,metro 33045,D,0.0,1.0,podium 29434,L,0.33,47052.0,47052.0
7707364305293,VITA PRO KIDS 500 ML ,metro 33045,D,0.0,1.0,podium 29434,L,0.33,31429.0,31429.0
7707364305293,VITA PRO KIDS 500 ML ,metro 33045,D,0.0,1.0,calicanto 33336,B,0.67,47052.0,47052.0
7707364305293,VITA PRO KIDS 500 ML ,metro 33045,D,0.0,1.0,calicanto 33336,B,0.67,47052.0,47052.0
7707364305293,VITA PRO KIDS 500 ML ,metro 33045,D,0.0,1.0,calicanto 33336,B,0.67,39240.5,39240.5
7707364305293,VITA PRO KIDS 500 ML ,metro 33045,D,0.0,1.0,calicanto 33336,B,0.67,47052.0,47052.0
7707364305293,VITA PRO KIDS 500 ML ,metro 33045,D,0.0,1.0,calicanto 33336,B,0.67,31429.0,31429.0
7707364305293,VITA PRO KIDS 500 ML ,minimarket 31447,D,0.0,1.0,ingenio 38147,L,0.33,47052.0,47052.0
7707364305293,VITA PRO KIDS 500 ML ,minimarket 31447,D,0.0,1.0,ingenio 38147,L,0.33,47052.0,47052.0
7707364305293,VITA PRO KIDS 500 ML ,minimarket 31447,D,0.0,1.0,ingenio 38147,L,0.33,39240.5,39240.5
7707364305293,VITA PRO KIDS 500 ML ,minimarket 31447,D,0.0,1.0,ingenio 38147,L,0.33,47052.0,47052.0
7707364305293,VITA PRO KIDS 500 ML ,minimarket 31447,D,0.0,1.0,ingenio 38147,L,0.33,31429.0,31429.0
7707364305293,VITA PRO KIDS 500ML MEDIO LITRO,metro 33045,D,0.0,1.0,podium 29434,L,0.33,47052.0,47052.0
7707364305293,VITA PRO KIDS 500ML MEDIO LITRO,metro 33045,D,0.0,1.0,podium 29434,L,0.33,47052.0,47052.0
7707364305293,VITA PRO KIDS 500ML MEDIO LITRO,metro 33045,D,0.0,1.0,podium 29434,L,0.33,39240.5,39240.5
7707364305293,VITA PRO KIDS 500ML MEDIO LITRO,metro 33045,D,0.0,1.0,podium 29434,L,0.33,47052.0,47052.0
7707364305293,VITA PRO KIDS 500ML MEDIO LITRO,metro 33045,D,0.0,1.0,podium 29434,L,0.33,31429.0,31429.0
7707364305293,VITA PRO KIDS 500ML MEDIO LITRO,metro 33045,D,0.0,1.0,calicanto 33336,B,0.67,47052.0,47052.0
7707364305293,VITA PRO KIDS 500ML MEDIO LITRO,metro 33045,D,0.0,1.0,calicanto 33336,B,0.67,47052.0,47052.0
7707364305293,VITA PRO KIDS 500ML MEDIO LITRO,metro 33045,D,0.0,1.0,calicanto 33336,B,0.67,39240.5,39240.5
7707364305293,VITA PRO KIDS 500ML MEDIO LITRO,metro 33045,D,0.0,1.0,calicanto 33336,B,0.67,47052.0,47052.0
7707364305293,VITA PRO KIDS 500ML MEDIO LITRO,metro 33045,D,0.0,1.0,calicanto 33336,B,0.67,31429.0,31429.0
7707364305293,VITA PRO KIDS 500ML MEDIO LITRO,minimarket 31447,D,0.0,1.0,ingenio 38147,L,0.33,47052.0,47052.0
7707364305293,VITA PRO KIDS 500ML MEDIO LITRO,minimarket 31447,D,0.0,1.0,ingenio 38147,L,0.33,47052.0,47052.0
7707364305293,VITA PRO KIDS 500ML MEDIO LITRO,minimarket 31447,D,0.0,1.0,ingenio 38147,L,0.33,39240.5,39240.5
7707364305293,VITA PRO KIDS 500ML MEDIO LITRO,minimarket 31447,D,0.0,1.0,ingenio 38147,L,0.33,47052.0,47052.0
7707364305293,VITA PRO KIDS 500ML MEDIO LITRO,minimarket 31447,D,0.0,1.0,ingenio 38147,L,0.33,31429.0,31429.0
7707367050961,MIADOL 30 TABLETAS,metro 33045,D,0.11,2.0,unicentro 34391,B,1.89,33500.1,67000.2
7707367050961,MIADOL 30 TABLETAS,metro 33045,D,0.11,1.0,calicanto 33336,L,0.33,33500.1,33500.1
7707367050961,MIADOL 30 TABLETAS,ciudadela 28233,D,0.0,1.0,podium 29434,L,0.33,33500.1,33500.1
7707367050961,MIGRADOL 30 TAB,metro 33045,D,0.11,2.0,unicentro 34391,B,1.89,33500.1,67000.2
7707367050961,MIGRADOL 30 TAB,metro 33045,D,0.11,1.0,calicanto 33336,L,0.33,33500.1,33500.1
7707367050961,MIGRADOL 30 TAB,ciudadela 28233,D,0.0,1.0,podium 29434,L,0.33,33500.1,33500.1
7707367050985,NODOL PLUS 10 TAB,ciudadela 28233,D,0.0,2.0,unicentro 34391,A,2.67,27000.0,54000.0
7707367050985,NODOL PLUS 10 TAB,ciudadela 28233,D,0.0,2.0,unicentro 34391,A,2.67,33100.0,66200.0
7707367050985,NODOL PLUS 10 TAB,ciudadela 28233,D,0.0,1.0,minimarket 31447,B,1.0,27000.0,27000.0
7707367050985,NODOL PLUS 10 TAB,ciudadela 28233,D,0.0,1.0,minimarket 31447,B,1.0,33100.0,33100.0
7707367050985,NODOL PLUS 10 TAB,ciudadela 28233,D,0.0,1.0,holguines 33044,B,1.0,27000.0,27000.0
7707367050985,NODOL PLUS 10 TAB,ciudadela 28233,D,0.0,1.0,holguines 33044,B,1.0,33100.0,33100.0
7707367050985,NODOL PLUS 10 TAB ,ciudadela 28233,D,0.0,2.0,unicentro 34391,A,2.67,27000.0,54000.0
7707367050985,NODOL PLUS 10 TAB ,ciudadela 28233,D,0.0,2.0,unicentro 34391,A,2.67,33100.0,66200.0
7707367050985,NODOL PLUS 10 TAB ,ciudadela 28233,D,0.0,1.0,minimarket 31447,B,1.0,27000.0,27000.0
7707367050985,NODOL PLUS 10 TAB ,ciudadela 28233,D,0.0,1.0,minimarket 31447,B,1.0,33100.0,33100.0
7707367050985,NODOL PLUS 10 TAB ,ciudadela 28233,D,0.0,1.0,holguines 33044,B,1.0,27000.0,27000.0
7707367050985,NODOL PLUS 10 TAB ,ciudadela 28233,D,0.0,1.0,holguines 33044,B,1.0,33100.0,33100.0
7707367051005,FIBRINEXAN 500MG X 10TAB,minimarket 31447,D,0.0,2.0,unicentro 34391,B,1.67,15000.0,30000.0
7707367051005,FIBRINEXAN 500MG X 10TAB,minimarket 31447,D,0.0,1.0,calle_quinta 40285,B,1.67,15000.0,15000.0
7707367051005,FIBRINEXAN 500MG X 10TAB,ingenio 38147,D,0.0,1.0,calle_quinta 40285,B,1.67,15000.0,15000.0
7707367051005,FIBRINEXAN 500MG X 10TAB,ingenio 38147,D,0.0,1.0,bella_suiza 40350,B,1.33,15000.0,15000.0
7707367051005,FIBRINEXAN 500MG X 10TAB,podium 29434,D,0.0,1.0,cosmocentro3 28047,L,0.33,15000.0,15000.0
7707367051005,FIBRINEXAN 500MG X 10TAB,ciudadela 28233,D,0.0,1.0,globald 26873,B,0.67,15000.0,15000.0
7707529430013,COMPLEJO B +ZINC X30 CAP TOTALMAX,cosmocentro2 35981,D,0.0,1.0,bella_suiza 40350,B,1.67,13613.5,13613.5
7707529430655,OMEGA 3 X30 CAP TOTAL MAX,cosmocentro2 35981,D,0.0,2.0,pasoancho 33511,N,0.67,15023.0,30046.0
7707529430655,OMEGA 3 X30 CAP TOTAL MAX,cosmocentro2 35981,D,0.0,1.0,ingenio 38147,N,0.33,15023.0,15023.0
7707529430655,OMEGA 3 X30 CAP TOTAL MAX,cosmocentro2 35981,D,0.0,1.0,minimarket 31447,N,0.33,15023.0,15023.0
7707529430655,OMEGA 3 X30 CAP TOTAL MAX,cosmocentro2 35981,D,0.0,1.0,cosmocentro3 28047,N,0.33,15023.0,15023.0
7708001730652,VINAGRE COLMANS 500CC,bella_suiza 40350,D,0.0,1.0,calle_quinta 40285,B,0.67,4162.0,4162.0
7708304478008,CIPROSHER  500 MG 7 TABLETAS,holguines 33044,D,0.0,2.0,cosmocentro2 35981,N,0.67,5900.0,11800.0
7708304478008,CIPROSHER  500 MG 7 TABLETAS,holguines 33044,D,0.0,1.0,cosmocentro3 28047,L,0.33,5900.0,5900.0
7708304478008,CIPROSHER 500 MG 7 TABLETAS,holguines 33044,D,0.0,2.0,cosmocentro2 35981,N,0.67,5900.0,11800.0
7708304478008,CIPROSHER 500 MG 7 TABLETAS,holguines 33044,D,0.0,1.0,cosmocentro3 28047,L,0.33,5900.0,5900.0
7708304516274,CLOTRISHER CREMA TOP X 40 GR,globald 26873,D,0.0,1.0,minimarket 31447,B,0.67,12800.0,12800.0
7708304516274,CLOTRISHER CREMA TOP X 40 GR,globald 26873,D,0.0,1.0,metro 33045,B,1.33,12800.0,12800.0
7708500236532,PESTAÑAS POSTISAS PELO A PELO INVENTAGE,calicanto 33336,D,0.0,1.0,globald 26873,L,0.33,3991.67,3991.67
7708516916398,ELECTRIZANTE CREMA DE WHISKY ED ESPE 30ML,cosmocentro3 28047,D,0.0,1.0,ciudadela 28233,L,0.33,16387.0,16387.0
7708516916398,ELECTRIZANTE CREMA DE WHISKY ED ESPE 30ML,cosmocentro3 28047,D,0.0,1.0,ciudadela 28233,L,0.33,16386.5,16386.5
7708516916398,ELECTRIZANTE CREMA DE WHISKY ED ESPECIAL X 30ML,cosmocentro3 28047,D,0.0,1.0,ciudadela 28233,L,0.33,16387.0,16387.0
7708516916398,ELECTRIZANTE CREMA DE WHISKY ED ESPECIAL X 30ML,cosmocentro3 28047,D,0.0,1.0,ciudadela 28233,L,0.33,16386.5,16386.5
7708516916398,ELECTRIZANTE CREMA WISKY ED ESPECIAL 30ML,cosmocentro3 28047,D,0.0,1.0,ciudadela 28233,L,0.33,16387.0,16387.0
7708516916398,ELECTRIZANTE CREMA WISKY ED ESPECIAL 30ML,cosmocentro3 28047,D,0.0,1.0,ciudadela 28233,L,0.33,16386.5,16386.5
7708516916787,ESTRECHANTE 30 ML SEN INTIMO,ciudadela 28233,D,0.0,1.0,carmesi 33593,L,0.33,15546.0,15546.0
7708516916862,ESTRECHANTE CORAZON 10 ML SEN INTIMO,cosmocentro1 34060,D,0.0,1.0,unicentro 34391,L,0.33,10084.0,10084.0
7708516916923,ELECTRIZANTE LYCHEE 30 ML SEN INTIMO,holguines 33044,D,0.0,1.0,calicanto 33336,L,0.33,16387.0,16387.0
7708516916961,LUBRICANTE ELECTRIZANTE TEQUILA 30 ML,cosmocentro3 28047,D,0.0,1.0,calicanto 33336,L,0.33,16387.0,16387.0
7708516916961,LUBRICANTE ELECTRIZANTE TEQUILA 30 ML,cosmocentro3 28047,D,0.0,1.0,calicanto 33336,L,0.33,16387.0,16387.0
7708516916961,LUBRICANTE ELETRIZANTE TEQUILA 30 ML,cosmocentro3 28047,D,0.0,1.0,calicanto 33336,L,0.33,16387.0,16387.0
7708516916961,LUBRICANTE ELETRIZANTE TEQUILA 30 ML,cosmocentro3 28047,D,0.0,1.0,calicanto 33336,L,0.33,16387.0,16387.0
7708854839168,GOTAS SUBLINGUALES INSOMNIO 30 ML,holguines 33044,D,0.0,1.0,bella_suiza 40350,L,0.33,68805.0,68805.0
7708854839168,GOTAS SUBLINGUALES INSOMNIO 30 ML,calle_quinta 40285,D,0.0,1.0,cosmocentro1 34060,L,0.33,68805.0,68805.0
7708854839243,GOTAS SUBLINGUALES INSOMNIO 15 ML,calle_quinta 40285,D,0.0,1.0,bella_suiza 40350,L,0.33,45440.33,45440.33
7708854839489,GOTAS SUBLINGUALES DOLOR 30 ML,calle_quinta 40285,D,0.0,1.0,holguines 33044,L,0.33,68805.0,68805.0
7708854839786,SHAMPOO CBD 250ML,cosmocentro2 35981,D,0.0,1.0,calle_quinta 40285,L,0.33,28823.0,28823.0
7708854839786,SHAMPOO CBD 250ML,bella_suiza 40350,D,0.0,1.0,holguines 33044,L,0.33,28823.0,28823.0
7708854839809,TRATAMIENTO CAPILAR 250ML,calle_quinta 40285,D,0.0,1.0,holguines 33044,L,0.33,28823.0,28823.0
7708854839809,TRATAMIENTO CAPILAR 250ML,bella_suiza 40350,D,0.0,1.0,unicentro 34391,L,0.33,28823.0,28823.0
7708854839953,GEL REAFIRMANTE 400G,bella_suiza 40350,D,0.0,1.0,calle_quinta 40285,L,0.33,38235.0,38235.0
7708854839953,GEL REAFIRMANTE 400G,bella_suiza 40350,D,0.0,1.0,calle_quinta 40285,L,0.33,38235.0,38235.0
7708854839953,GEL REAFIRMANTE 400G,holguines 33044,D,0.0,1.0,unicentro 34391,L,0.33,38235.0,38235.0
7708854839953,GEL REAFIRMANTE 400G,holguines 33044,D,0.0,1.0,unicentro 34391,L,0.33,38235.0,38235.0
7708854839953,GEL REAFIRMANTE 400G	,bella_suiza 40350,D,0.0,1.0,calle_quinta 40285,L,0.33,38235.0,38235.0
7708854839953,GEL REAFIRMANTE 400G	,bella_suiza 40350,D,0.0,1.0,calle_quinta 40285,L,0.33,38235.0,38235.0
7708854839953,GEL REAFIRMANTE 400G	,holguines 33044,D,0.0,1.0,unicentro 34391,L,0.33,38235.0,38235.0
7708854839953,GEL REAFIRMANTE 400G	,holguines 33044,D,0.0,1.0,unicentro 34391,L,0.33,38235.0,38235.0
7709033669784,DESLOSHER  5 MG X 30 TBS,bella_suiza 40350,D,0.0,1.0,calle_quinta 40285,B,1.33,11400.0,11400.0
7709172863125,ITRACAPS X 120 ML SHAMPOO,calicanto 33336,D,0.0,1.0,metro 33045,L,0.33,14923.75,14923.75
7709172863125,ITRACAPS X 120 ML SHAMPOO,calicanto 33336,D,0.0,1.0,metro 33045,L,0.33,15966.5,15966.5
7709172863125,ITRACAPS X 120 ML SHAMPOO,calicanto 33336,D,0.0,1.0,metro 33045,L,0.33,14845.67,14845.67
