Grupo,Cod Producto,Nombre,Inventario Caja,Inventario Blister,Costo Unidad,Costo Blister,Costo Caja,% Iva,Inventario Unidad,Costo Total,Costo Total Iva,Venta Total
TECNOQUIMICAS S.A.,200042411,2 DTE YODORA CRE.DER CONTRO 100 GR P.E M,1.0,0.0,0.0,0.0,12692.0,0.19,0.0,15103.48,2411.48,19200
COLGATE PALMOLIVE COMPANI,200042429,3 JAB.PROTEX LIMPIEZA PROFUNDA 110 GR,1.0,0.0,0.0,0.0,8539.0,0.19,0.0,10161.41,1622.41,13100
COLGATE PALMOLIVE COMPANI,200042431,3 JAB.PROTEX ANTIBAC.MACADAMIA 110 GR,1.0,0.0,0.0,0.0,8539.0,0.19,0.0,10161.41,1622.41,13700
COLGATE PALMOLIVE COMPANI,200042433,3 JAB.PROTEX BALANCE SALUDABLE 110 GR,1.0,0.0,0.0,0.0,8538.67,0.19,0.0,10161.02,1622.35,13100
PROTEGEMOS BIO S.A.S,200042446,TAPABOCA AZUL PED.PROTEGEMOSBIO 50UN E.I,0.0,0.0,205.44,0.0,0.0,0.19,49.0,11979.21,1912.65,29400
RB HEALTH COLOMBIA,200042448,DUREX GEL LUBRICANTE NATURALS 100 ML,1.0,0.0,0.0,0.0,34101.0,0.19,0.0,40580.19,6479.19,50800
PRODUCTOS FAMILIA S.A.,200042450,TOA.NOSOTRAS BUENAS NOCHES MAX.PR.T.M 3U,1.0,0.0,0.0,0.0,8478.0,0.0,0.0,8478.0,0.0,15500
SAMARA COSMETICS S.A.S,200042490,TRAT. ACOND NUTRICION MAWIE 30 ML 24 SBS,0.0,0.0,1304.83,0.0,0.0,0.19,16.0,24843.97,3966.69,36800
PRODUCTOS DROGAM S.A.S,200042520,BICARBONATO DE SODIO DROGAM 250 GR,2.0,0.0,0.0,0.0,2493.17,0.19,0.0,5933.74,947.4,8000
PRODUCTOS DROGAM S.A.S,200042523,VASELINA 30 GR 6 UNS,1.0,0.0,0.0,0.0,9474.0,0.19,0.0,11274.06,1800.06,14100
PROCTER  GAMBLE COLOMBIA,200042561,ESPUMA DE AFEITAR FOAMY SENSITIVE 150 GR,1.0,0.0,0.0,0.0,11189.0,0.19,0.0,13314.91,2125.91,17000
PROCTER  GAMBLE COLOMBIA,200042562,ESPUMA DE AFEITAR FOAMY SENSITIVE 56 GR,1.0,0.0,0.0,0.0,4970.0,0.19,0.0,5914.3,944.3,0
PROCTER  GAMBLE COLOMBIA,200042565,CRE.DEN.ORAL B BICARBONATO Y CARBON 75ML,1.0,0.0,0.0,0.0,19440.0,0.19,0.0,23133.6,3693.6,29800
LAB. FARPAG,200042626,K-TRIX ENJUAGUE BUCAL 180 MILILITROS,1.0,0.0,0.0,0.0,25414.5,0.19,0.0,30243.26,4828.76,43100
LABORATORIO SAN JORGE S.A,200042657,SERUM VIT.C Y VIT B3 PILI 30 ML,1.0,0.0,0.0,0.0,26321.0,0.19,0.0,31321.99,5000.99,38700
PROCTER  GAMBLE COLOMBIA,200042664,SEDA ORAL-B EXPERT HIL DENT FLOSER 45 UN,2.0,0.0,0.0,0.0,12096.0,0.19,0.0,28788.48,4596.48,35600
UNILEVER ANDINA COLOMBIA,200042767,ACO.DOVE SUPER FACTOR NUTRICION 170 ML,1.0,0.0,0.0,0.0,15547.33,0.19,0.0,18501.32,2953.99,23600
BEIERSDORF S.A.,200042773,CRE.CORPORAL NIVEA PRO.SOLAR FPS15 220ML,1.0,0.0,0.0,0.0,10949.0,0.19,0.0,13029.31,2080.31,27600
HENKEL COLOMBIANA S.A.,200042779,PALETTE CREM D.T 9-7 RUBIO COBRIZO,1.0,0.0,0.0,0.0,21208.0,0.19,0.0,25237.52,4029.52,33700
LABORATORIO SAN JORGE S.A,200042795,TRIPACK ALMIPRO JAB.DERMOLIMPIADOR 100GR,1.0,0.0,0.0,0.0,9725.0,0.19,0.0,11572.75,1847.75,14800
ESPECIALIDADES OFTALMOLOG,200042803,ATIDEX SOL.ALARGADORA DE PESTANAS 10 ML,1.0,0.0,0.0,0.0,25284.34,0.19,0.0,30088.36,4804.02,46500
GENOMMA LAB.COLOMBIA,200042825,LOMECAN V 200 MG 3 OVU. VAGINALES (SF),1.0,0.0,0.0,0.0,42987.0,0.0,0.0,42987.0,0.0,53900
QUIFARMA SA,200042880,BLOQ SOL-OR ULTRA TUBO 100 GRAMOS,1.0,0.0,0.0,0.0,71615.0,0.19,0.0,85221.85,13606.85,100800
BELLEZA EXPRESS S.A.,200042920,ESTUCHE ARRURRU ARRULLO ROSADO 6 UNDS,1.0,0.0,0.0,0.0,27804.0,0.19,0.0,33086.76,5282.76,0
UNILEVER ANDINA COLOMBIA,200042923,CRE. FORTIDENT LIMPIEZA PROFUNDA 76GR,4.0,0.0,0.0,0.0,1689.5,0.19,0.0,8042.02,1284.02,9600
UNILEVER ANDINA COLOMBIA,200042966,GEL EGO ULTRA INTENSE 110 ML,1.0,0.0,0.0,0.0,2456.0,0.19,0.0,2922.64,466.64,3700
PROCTER  GAMBLE COLOMBIA,200042975,CHA.PANTENE COLAGENO NUT.REV 18 ML 12SBS,1.0,0.0,0.0,0.0,7601.0,0.19,0.0,9045.19,1444.19,11500
RECAMIER S.A.,200043022,LACA KLEER FUERTE SACHET 150 ML,1.0,0.0,0.0,0.0,3895.0,0.19,0.0,4635.05,740.05,8500
RECAMIER S.A.,200043024,LACA KLEER FUERTE SPRAY 150 ML,1.0,0.0,0.0,0.0,12667.0,0.19,0.0,15073.73,2406.73,19200
UNILEVER ANDINA COLOMBIA,200043039,DTE.REXONA CLINICAL CLASSIC MUJER 30 G,1.0,0.0,0.0,0.0,2615.38,0.19,0.0,3112.3,496.92,4300
UNILEVER ANDINA COLOMBIA,200043050,DTE.REXONA CLINICAL MEN CLEAN 30 G,1.0,0.0,0.0,0.0,2683.0,0.19,0.0,3192.77,509.77,8000
COLGATE PALMOLIVE COMPANI,200043058,JABON PALMOLIVE SANDIA Y LYCHEE 110 GR,1.0,0.0,0.0,0.0,2361.0,0.19,0.0,2809.59,448.59,4100
LOREAL COLOMBIA S.A.,200043104,AGUA MICELAR ROSAS GARNIER 400 ML,2.0,0.0,0.0,0.0,22236.5,0.19,0.0,52922.87,8449.87,62000
COLGATE PALMOLIVE COMPANI,200043113,JABON PROTEX HERBAL 110 GR,1.0,0.0,0.0,0.0,2697.0,0.19,0.0,3209.43,512.43,4300
COLGATE PALMOLIVE COMPANI,200043114,JABON PROTEX AVENA 110 GR,2.0,0.0,0.0,0.0,2292.75,0.19,0.0,5456.75,871.25,9800
COLGATE PALMOLIVE COMPANI,200043115,JABON PROTEX MACADAMIA 110 GR,2.0,0.0,0.0,0.0,2428.0,0.19,0.0,5778.64,922.64,8800
MEDICAL URB S.A.S,200043120,TAPON DE OIDOS ESP.ULTRASUAVE 3 PARES,2.0,0.0,0.0,0.0,14403.5,0.19,0.0,34280.33,5473.33,44600
BABARIA COLOMBIA SAS,200043124,DTE.BABARIA ROLL-ON FOR MEN 50 ML+20 ML,1.0,0.0,0.0,0.0,3505.33,0.19,0.0,4171.34,666.01,8500
BABARIA COLOMBIA SAS,200043128,DTE.BABARIA ROLL-ON DOBLE EFECTO 50 ML,1.0,0.0,0.0,0.0,6834.0,0.19,0.0,8132.46,1298.46,9900
BABARIA COLOMBIA SAS,200043130,DTE.BABARIA ROLL-ON AVENA 50 ML,1.0,0.0,0.0,0.0,8209.0,0.19,0.0,9768.71,1559.71,15100
NOVADERMA S.A.,200043135,LIPIEL FACE 160 ML,1.0,0.0,0.0,0.0,65393.0,0.19,0.0,77817.67,12424.67,97800
PREBEL S.A,200043138,BIO-OIL LOCION CORPORAL 250 ML,3.0,0.0,0.0,0.0,21121.67,0.19,0.0,75404.36,12039.35,100500
TECNOQUIMICAS S.A.,200043154,2 TALCO YODORA 60 GR P.E.,2.0,0.0,0.0,0.0,10205.0,0.0,0.0,20410.0,0.0,34600
COLOMBIANA KIMBERLY COLPA,200043221,PROTECTORES DIARIOS KOTEX LARGOS 16 UNDS,1.0,0.0,0.0,0.0,3300.0,0.0,0.0,3300.0,0.0,4800
BEIERSDORF S.A.,200043279,GEL LUBRICANTE DUO PURE 75 ML,1.0,0.0,0.0,0.0,18370.0,0.19,0.0,21860.3,3490.3,27100
COLOMBIANA KIMBERLY COLPA,200043294,PAN.HUGGIES ACTIVE SEC ET.3 GDE 25 UNDS,1.0,0.0,0.0,0.0,14792.0,0.19,0.0,17602.48,2810.48,29100
COLGATE PALMOLIVE COMPANI,200043340,CRE.DENT.COLGATE SENS.P.ALIV.R.WHIT 50GR,1.0,0.0,0.0,0.0,7621.0,0.19,0.0,9068.99,1447.99,11700
PROCTER  GAMBLE COLOMBIA,200043370,CHA.HEAD-SHOUL.LIMP.REVITALIZACION 180ML,1.0,0.0,0.0,0.0,10187.0,0.19,0.0,12122.53,1935.53,15300
ICOM,200043414,REPELENTE PICOSIN CREMA 60 GR ICOM,1.0,0.0,0.0,0.0,3799.5,0.0,0.0,3799.5,0.0,9900
ICOM,200043415,REPELENTE PICOSIN CREMA 200 GR ICOM,4.0,0.0,0.0,0.0,8502.8,0.0,0.0,34011.2,0.0,85200
JOHNSON  JOHNSON DE COLO,200043430,JAB.NEUTROGENA DEEEP CLEAN INTENSIVE 80G,1.0,0.0,0.0,0.0,12419.0,0.19,0.0,14778.61,2359.61,18500
NAOS COLOMBIA S.A.S.,200043440,PROT SOLAR PHOTODERM MAX AQU SPF 50+40ML,1.0,0.0,0.0,0.0,78802.0,0.19,0.0,93774.38,14972.38,121500
COLGATE PALMOLIVE COMPANI,200043478,CRE.COLGATE TOTAL 12 CARB.ACTIVADO 150ML,1.0,0.0,0.0,0.0,17923.0,0.19,0.0,21328.37,3405.37,27100
COLGATE PALMOLIVE COMPANI,200043479,CRE.COLGATE TOTAL 12 CARB.ACTIVADO 75 ML,1.0,0.0,0.0,0.0,6235.0,0.19,0.0,7419.65,1184.65,15200
BEIERSDORF S.A.,200043501,DTE.NIVEA ROLLON CLIN.TONO NATURAL 50 ML,1.0,0.0,0.0,0.0,12011.0,0.19,0.0,14293.09,2282.09,18500
BEIERSDORF S.A.,200043502,DTE.NIVEA SPRAY CLIN.TONO NATURAL 150 ML,1.0,0.0,0.0,0.0,12190.0,0.19,0.0,14506.1,2316.1,24400
S C JOHNSON  SON COLOMBI,200043514,REP.AUTAN EXTRA PROTECCION SPRAY 177 ML,2.0,0.0,0.0,0.0,15818.32,0.0,0.0,31636.64,0.0,44800
COLGATE PALMOLIVE COMPANI,200043542,3 JAB.PALMOLIVE BANANA.AGUACATE 110 G,1.0,0.0,0.0,0.0,8539.0,0.19,0.0,10161.41,1622.41,13100
GENOMMA LAB.COLOMBIA,200043545,TUKOL-D EXPECTORANTE 125 ML P.E.(SF),1.0,0.0,0.0,0.0,29133.0,0.0,0.0,29133.0,0.0,35100
COLGATE PALMOLIVE COMPANI,200043604,JABON PALMOLIVE CARBON 110 G,1.0,0.0,0.0,0.0,2361.0,0.19,0.0,2809.59,448.59,4500
INPLASCO S.A.S.,200043620,ACEITE DE COCO Y MONOI JOHNVERY 120 M,2.0,0.0,0.0,0.0,6716.5,0.19,0.0,15985.27,2552.27,0
BIC COLOMBIA S.A.,200043636,ENJ.BUC.DOLPACK PROTEC.CPCB5B3 180ML+SED,1.0,0.0,0.0,0.0,10210.0,0.19,0.0,12149.9,1939.9,30900
BIC COLOMBIA S.A.,200043637,GEL BUC.DOLPACK PROTEC.CPCB5B3 30G+PIN+A,1.0,0.0,0.0,0.0,9664.0,0.19,0.0,11500.16,1836.16,26100
LOREAL COLOMBIA S.A.,200043641,CHA.ELVIVE HIDRA HIALURONICO PURE 370 ML,2.0,0.0,0.0,0.0,13335.0,0.19,0.0,31737.3,5067.3,54600
LOREAL COLOMBIA S.A.,200043642,ACOND.ELVIVE HIDRA HIALURON.PURE 370 ML,2.0,0.0,0.0,0.0,12446.0,0.19,0.0,29621.48,4729.48,34800
COLGATE PALMOLIVE COMPANI,200043672,CEPILLO COLGATE ZIG ZAG SUAVE CARBON,1.0,0.0,0.0,0.0,3311.5,0.19,0.0,3940.69,629.19,5200
COLOMBIANA KIMBERLY COLPA,200043691,PAN.HUGGIES TRI.PROTECCION ET.G 25 UNDS,1.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,33400
BELLEZA EXPRESS S.A.,200043697,CHAMPU ARRURRU CABELLO CLARO 750ML,1.0,0.0,0.0,0.0,20312.5,0.19,0.0,24171.88,3859.38,35600
BABARIA COLOMBIA SAS,200043718,DTE.BABARIA ROLLON COTTON 50 ML,2.0,0.0,0.0,0.0,8874.5,0.19,0.0,21121.31,3372.31,27200
BABARIA COLOMBIA SAS,200043725,GEL BABARIA PIERNAS CANSADAS ALOE 150 ML,1.0,0.0,0.0,0.0,11312.0,0.19,0.0,13461.28,2149.28,17200
COLGATE PALMOLIVE COMPANI,200043732,JAB.LIQ.PALMOLIVE H.REFRESCANTE 390 ML,1.0,0.0,0.0,0.0,13147.0,0.19,0.0,15644.93,2497.93,19600
BEIERSDORF S.A.,200043813,GEL NIVEA HYALURON 200 ML,1.0,0.0,0.0,0.0,23481.5,0.19,0.0,27942.99,4461.49,42600
PRODUCTOS FAMILIA S.A.,200043820,TOA.TENA DISCREET MAXI NIGHT 30 UNDS,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46100
HALEON COLOMBIA S.A.S.,200043822,SENSODYNE COMPLETE PROT + WHITENING 90GR,3.0,0.0,0.0,0.0,13942.0,0.19,0.0,49772.94,7946.94,59400
RB HEALTH COLOMBIA,200043840,VEET CREMA DEPILATORIA P.SENSIBLE 200 ML,1.0,0.0,0.0,0.0,16938.25,0.19,0.0,20156.52,3218.27,28400
BABARIA COLOMBIA SAS,200043906,BABARIA BODY MILK VIT.E 500 ML,1.0,0.0,0.0,0.0,20209.0,0.19,0.0,24048.71,3839.71,30100
BABARIA COLOMBIA SAS,200043912,GEL DE BANO COCO-VAINILLA BABARIA 1000ML,1.0,0.0,0.0,0.0,16578.0,0.19,0.0,19727.82,3149.82,24700
BEIERSDORF S.A.,200043936,CREMA NIVEA 100 ML,1.0,0.0,0.0,0.0,18632.7,0.19,0.0,22172.91,3540.21,31300
BEIERSDORF S.A.,200043937,CREMA NIVEA 200 ML,1.0,0.0,0.0,0.0,33342.0,0.19,0.0,39676.98,6334.98,49600
PRODUCTOS FAMILIA S.A.,200043970,PAN.TENA PANTS NOCTURNO MEDIUM 8 UNDS,2.0,0.0,0.0,0.0,34192.0,0.19,0.0,81376.96,12992.96,93000
PRODUCTOS FAMILIA S.A.,200043971,PAN.TENA PANTS NOCTURNO LARGE 8 UNDS,1.0,0.0,0.0,0.0,38259.0,0.19,0.0,45528.21,7269.21,52200
PRODUCTOS FAMILIA S.A.,200043973,PANITOS HUM.PEQUENIN ALMENDRA 70 UNDS,1.0,0.0,0.0,0.0,6325.0,0.19,0.0,7526.75,1201.75,9700
PRODUCTOS FAMILIA S.A.,200043974,PANITOS HUM.PEQUENIN ALMENDRA 100 UNDS,3.0,0.0,0.0,0.0,7893.5,0.19,0.0,28179.8,4499.3,36300
PRODUCTOS FAMILIA S.A.,200043975,PANITOS HUM.PEQUENIN ALMENDRA 120 UNDS,2.0,0.0,0.0,0.0,11568.5,0.19,0.0,27533.03,4396.03,35600
PRODUCTOS FAMILIA S.A.,200043977,PANITOS HUM.PEQUENIN ALMENDRA 24 UNDS,2.0,0.0,0.0,0.0,2478.0,0.19,0.0,5897.64,941.64,9000
ABBOTT LABORATORIES S.A,200044014,SIMILAC 2 5HMOS TARRO 350 GR,2.0,0.0,0.0,0.0,71794.0,0.0,0.0,143588.0,0.0,139200
ABBOTT LABORATORIES S.A,200044015,SIMILAC 2 5HMOS TARRO 800 GR(PAE),1.0,0.0,0.0,0.0,149330.0,0.0,0.0,149330.0,0.0,147900
PRODUCTOS FAMILIA S.A.,200044031,TOA.NOSOTRAS NAT.BUENAS NOCHES 10 UNDS,4.0,0.0,0.0,0.0,8727.92,0.0,0.0,34911.68,0.0,45200
UNILEVER ANDINA COLOMBIA,200044038,CHA.DOVE OLEO NUTRICION 370 ML,1.0,0.0,0.0,0.0,16228.0,0.19,0.0,19311.32,3083.32,24600
PRODUCTOS FAMILIA S.A.,200044082,TAMPON NOSOTRAS APLICADOR SUPER 16 UNDS,2.0,0.0,0.0,0.0,22146.25,0.0,0.0,44292.5,0.0,51800
LAB. FARPAG,200044128,ENJUAGUE BUCAL CLORHEXOL 0.2% 180 ML,1.0,0.0,0.0,0.0,29605.0,0.19,0.0,35229.95,5624.95,37800
NAOS COLOMBIA S.A.S.,200044131,SENSIBIO AR 40 ML,1.0,0.0,0.0,0.0,50390.0,0.19,0.0,59964.1,9574.1,119200
NAOS COLOMBIA S.A.S.,200044133,SERUM HYDRABIO CREMA HIDRATA. 40 ML(PAE),1.0,0.0,0.0,0.0,67212.0,0.19,0.0,79982.28,12770.28,161600
NAOS COLOMBIA S.A.S.,200044137,ATODERM HUILE DE DOUCHE(ACEITE) 1LT(PAE),1.0,0.0,0.0,0.0,121124.0,0.19,0.0,144137.56,23013.56,185300
NAOS COLOMBIA S.A.S.,200044138,AGUA MICELAR LIMPIADORA SEBIUM H2O 250ML,1.0,0.0,0.0,0.0,40382.0,0.19,0.0,48054.58,7672.58,109400
NAOS COLOMBIA S.A.S.,200044140,SEBIUM GEL MOUSSANT LIMPIAD.200 ML(PAE),1.0,0.0,0.0,0.0,85222.0,0.19,0.0,101414.18,16192.18,128400
PROCTER  GAMBLE COLOMBIA,200044231,VICK FORT-9 DISPENSADOR 36 CAPSULAS,1.0,0.0,0.0,0.0,48089.0,0.0,0.0,48089.0,0.0,50500
BEIERSDORF S.A.,200044240,HIDROFUGAL BARRA 50 ML,1.0,0.0,0.0,0.0,47212.0,0.19,0.0,56182.28,8970.28,68500
UNILEVER ANDINA COLOMBIA,200044250,3 JABONES REXONA ANTIBAC.AVENA 110 G,2.0,0.0,0.0,0.0,5623.0,0.19,0.0,13382.74,2136.74,27400
MEGA LIFESCIENCES COLOMBI,200044271,EUGICA MOUTH SPRAY 10 ML,1.0,0.0,0.0,0.0,7815.0,0.19,0.0,9299.85,1484.85,31600
ABBOTT LABORATORIES S.A,200044320,GLUCERNA VAINILLA 850 GR,2.0,0.0,0.0,0.0,148951.0,0.0,0.0,297902.0,0.0,319600
LOREAL COLOMBIA S.A.,200044340,AGUA MICELAR GARNIER VITAMINA C 100 ML,1.0,0.0,0.0,0.0,8819.0,0.19,0.0,10494.61,1675.61,12700
LAB. ATHOS S.A.S,200044349,LOCION REFRES.HIELO MINERAL SPORT 250 ML,1.0,0.0,0.0,0.0,10764.0,0.19,0.0,12809.16,2045.16,14400
PROCTER  GAMBLE COLOMBIA,200044388,CHA.PANTENE EQUILIBRIO 12 SACHETS 18 ML,1.0,0.0,0.0,0.0,7601.0,0.19,0.0,9045.19,1444.19,11500
MEGA LIFESCIENCES COLOMBI,200044397,EUGICA COFF HERBAL LOZENGES 120 CARAMELO,1.0,11.0,0.0,1450.96,21764.4,0.19,0.0,44892.71,7167.75,150700
INPLASCO S.A.S.,200044425,BOLSAS RECOLECTORAS LECHE 20 UND,1.0,0.0,0.0,0.0,13124.0,0.19,0.0,15617.56,2493.56,19600
LAB. FARPAG,200044584,ENJUAGUE BUCAL CLORHEXOL 0.2% SPRA 180ML,1.0,0.0,0.0,0.0,30982.0,0.19,0.0,36868.58,5886.58,40600
ICOM,200044590,GEL LUBRICANTE INTIMO DEXEX 15 GR ICOM,2.0,0.0,0.0,0.0,3302.0,0.19,0.0,7858.76,1254.76,16400
COMERCIAL NUTRESA S.A.S,200044615,CHOCOLATINA JUMBO MANI 35 GR 24 UNDS,1.0,0.0,0.0,0.0,64839.0,0.19,0.0,77158.41,12319.41,78800
COMERCIAL NUTRESA S.A.S,200044616,CHOCOLATINA JUMBO MANI 90 GR 12 UNDS,2.0,0.0,5917.25,0.0,71007.0,0.19,1.0,176038.19,28106.94,182500
COLOMBIANA KIMBERLY COLPA,200044638,PAPEL HIG SCOTT 2 EN 1 2 ROLLOS,6.0,0.0,0.0,0.0,2060.83,0.19,0.0,14714.33,2349.35,19800
BELLEZA EXPRESS S.A.,200044651,LOC.REFRESC.MENTICOL ORIG.AMARILLO 130ML,2.0,0.0,0.0,0.0,7702.0,0.19,0.0,18330.76,2926.76,22400
UNILEVER ANDINA COLOMBIA,200044720,CHA.DOVE HIDRATACION LISO 400 ML,1.0,0.0,0.0,0.0,15548.0,0.19,0.0,18502.12,2954.12,23600
BEIERSDORF S.A.,200044727,DTE NIVEA TONO NATURAL CLIN. BARRA 50GRS,1.0,0.0,0.0,0.0,17455.0,0.19,0.0,20771.45,3316.45,26000
HALEON COLOMBIA S.A.S.,200044733,CRE. SENSODYNE PROT COMPL ECONOPACK 180G,1.0,0.0,0.0,0.0,22307.0,0.19,0.0,26545.33,4238.33,33200
RB HEALTH COLOMBIA,200044753,PACK PRESERVATIVOS DUREX 18 X 3 UND,0.0,0.0,9023.94,0.0,0.0,0.0,7.0,63167.58,0.0,86800
ALCON DE COLOMBIA S.A,200044756,OPTIFREE PUREMOIST MULTIPROPOSITO 90 ML,2.0,0.0,0.0,0.0,22234.5,0.19,0.0,52918.11,8449.11,64000
UNILEVER ANDINA COLOMBIA,200045029,CHA. SAVITAL AMINOACIDOS 510ML,1.0,0.0,0.0,0.0,11764.0,0.19,0.0,13999.16,2235.16,20400
COLOMBIANA KIMBERLY COLPA,200045033,TOA.KOTEX NOCTURNA ULTRAPRTOTECT 24 UND,2.0,0.0,0.0,0.0,9717.25,0.0,0.0,19434.5,0.0,38400
PRODUCTOS FAMILIA S.A.,200045047,PROTECTOR NOSOTRAS DIARIOS NORMAL 100UND,3.0,0.0,0.0,0.0,7181.33,0.0,0.0,21543.99,0.0,22500
PRODUCTOS FAMILIA S.A.,200045049,PANITOS HUM. PEQUENIN MANZANILLA 80 UND,1.0,0.0,0.0,0.0,3542.0,0.19,0.0,4214.98,672.98,5500
LABORATORIO SAN JORGE S.A,200045060,JABON ACLARANTE PILI 100 GRS,5.0,0.0,0.0,0.0,8161.25,0.19,0.0,48559.44,7753.19,62500
PROCTER  GAMBLE COLOMBIA,200045076,VICK DROPS 125 PASTILLAS SURTIDAS,0.0,0.0,408.3,0.0,0.0,0.19,62.0,30124.33,4809.73,49600
BAYER S.A.,200045097,2 TALCO MEXSANA 85 GR SUPERPACK IVA,1.0,0.0,0.0,0.0,13590.0,0.19,0.0,16172.1,2582.1,20700
RECAMIER S.A.,200045104,2 DTE. DEO PIES ANTIB. 260ML P.E EDI.LTD,1.0,0.0,0.0,0.0,26602.5,0.19,0.0,31656.98,5054.48,40100
BAYER S.A.,200045139,TALCO MEXSANA 150GRS + TALCO 85GRS IVA,1.0,0.0,0.0,0.0,9884.0,0.19,0.0,11761.96,1877.96,21500
BAYER S.A.,200045142,TALCO MEXSANA 85GRS IVA,1.0,0.0,0.0,0.0,8000.0,0.19,0.0,9520.0,1520.0,11900
PROTEX S.A.,200045166,EQUIPO VENOCLISIS SUPREME MACROGOTEO 10G,1.0,0.0,0.0,0.0,1243.0,0.0,0.0,1243.0,0.0,1800
UNILEVER ANDINA COLOMBIA,200045204,CHA DOVE RECON COMP 370ML+TRAT CAP 270ML,1.0,0.0,0.0,0.0,24105.0,0.19,0.0,28684.95,4579.95,36400
UNILEVER ANDINA COLOMBIA,200045217,DTE REXONA ROLLON POWDER DRY 50ML ML,1.0,0.0,0.0,0.0,4459.0,0.19,0.0,5306.21,847.21,6200
JOHNSON  JOHNSON DE COLO,200045218,COPITOS COTONETES JJ 300 UND,1.0,0.0,0.0,0.0,19850.5,0.19,0.0,23622.1,3771.6,30000
JOHNSON  JOHNSON DE COLO,200045237,TALCO JJ BABY POLVO DE ALMIDON 400 GRS,1.0,0.0,0.0,0.0,34265.0,0.19,0.0,40775.35,6510.35,51500
PRODUCTOS FAMILIA S.A.,200045298,TAMPON NOSOTRAS DIGITAL REGUL 8UND SIN.A,1.0,0.0,0.0,0.0,5812.0,0.0,0.0,5812.0,0.0,7700
PRODUCTOS FAMILIA S.A.,200045299,TAMPON NOSOTRAS DIGITAL SUPER 8UND SIN.A,2.0,0.0,0.0,0.0,4067.5,0.0,0.0,8135.0,0.0,8600
PRODUCTOS FAMILIA S.A.,200045301,TOA.NOS.INVISIBLE RAPIGEL 30 UND + 15PRO,1.0,0.0,0.0,0.0,15114.0,0.0,0.0,15114.0,0.0,18900
PRODUCTOS FAMILIA S.A.,200045303,TOA. BUENAS NOCHES 24 UND + 10 PROTECTOR,1.0,0.0,0.0,0.0,19824.0,0.0,0.0,19824.0,0.0,24800
ICOM,200045372,NIMEL MIEL LIMON 12 TBS MASTICABLES ICOM,2.0,0.0,0.0,0.0,4450.0,0.19,0.0,10591.0,1691.0,0
BIG MEDICAL S.A.S.,200045375,NENEPACK SOLUCION DOLPACK KIDS 10ML +3RO,1.0,0.0,0.0,0.0,14980.0,0.19,0.0,17826.2,2846.2,20500
ICOM,200045376,NIMEL CEREZA 12 TBS MASTICABLES ICOM,2.0,0.0,0.0,0.0,12183.0,0.19,0.0,28995.54,4629.54,54400
ICOM,200045377,NIMEL MENTA 12 TBS MASTICABLES ICOM,1.0,0.0,0.0,0.0,4450.0,0.19,0.0,5295.5,845.5,17700
HALEON COLOMBIA S.A.S.,200045438,CRE DEN SENSODYN PROT COMP EXT BLANQ 50G,2.0,0.0,0.0,0.0,9125.5,0.19,0.0,21718.69,3467.69,27200
PROCTER  GAMBLE COLOMBIA,200045458,VICK VAPORUB 12 GR 12 UND X CAJA,0.0,0.0,3321.08,0.0,0.0,0.0,6.0,19926.48,0.0,25200
ICOM,200045460,GUANTE FAST CARE EXA LATEX T.L 100UND IC,1.0,0.0,0.0,0.0,12803.0,0.19,0.0,15235.57,2432.57,38100
ICOM,200045481,BALSAMO LAB BESTLIPS JENGIB 4.8 GRS ICOM,1.0,0.0,0.0,0.0,5121.0,0.19,0.0,6093.99,972.99,13600
MULTIFARMA,200045490,COPITOS ECO AMOROSITO PG80LLE100UND ICOM,2.0,0.0,0.0,0.0,2529.0,0.19,0.0,6019.02,961.02,14800
ICOM,200045491,COPITOS ECO AMOROSITO PG50 LLE60UND ICOM,2.0,0.0,0.0,0.0,1838.5,0.19,0.0,4375.63,698.63,0
ICOM,200045492,COPITOS ECO AMOROSITOS 150 UND ICOM,1.0,0.0,0.0,0.0,3387.0,0.19,0.0,4030.53,643.53,11900
RECAMIER S.A.,200045494,DEO PIES TALCO A.DE MAIZ 120GR GTS 60 GR,1.0,0.0,0.0,0.0,11220.0,0.19,0.0,13351.8,2131.8,17000
RECAMIER S.A.,200045495,DEO PIES TALCO A.DE MAIZ 300GR GTS 120GR,1.0,0.0,0.0,0.0,22255.0,0.19,0.0,26483.45,4228.45,33700
UNILEVER ANDINA COLOMBIA,200045501,DTE.DOVE BARRA TONO UNIFO CALEND 45 GR M,1.0,0.0,0.0,0.0,12158.0,0.19,0.0,14468.02,2310.02,16900
MULTIFARMA,200045557,TAMP NOSOTRAS DIGITAL REGULAR 5UN SIN AP,4.0,0.0,0.0,0.0,3814.0,0.0,0.0,15256.0,0.0,19200
ICOM,200045613,TAPABOCAS AZUL FAST CARE 50UN ICOM,3.0,0.0,0.0,0.0,7951.33,0.19,0.0,28386.25,4532.26,35700
ICOM,200045614,TERMOMETRO DIGITAL FAST CARE ICOM,1.0,0.0,0.0,0.0,6065.0,0.19,0.0,7217.35,1152.35,24100
ICOM,200045620,ENJ BUCAL WHOLEFRESH CLORHE. 180ML ICOM,1.0,0.0,0.0,0.0,7547.0,0.19,0.0,8980.93,1433.93,30000
